,location,size,total_sqft,bath,price
650,Babusapalaya,2.0,1061.0,2.0,34.0
651,Babusapalaya,2.0,1245.0,2.0,58.0
652,Badavala Nagar,3.0,1494.0,2.0,94.55
653,Badavala Nagar,2.0,1274.0,2.0,81.0
654,Badavala Nagar,3.0,1842.0,3.0,115.0
655,Badavala Nagar,3.0,1494.0,2.0,94.55
656,Badavala Nagar,2.0,1274.0,2.0,81.0
657,Badavala Nagar,3.0,1494.0,2.0,94.55
658,Badavala Nagar,3.0,1842.0,3.0,115.0
659,Badavala Nagar,3.0,1842.0,3.0,115.0
660,Badavala Nagar,3.0,1842.0,3.0,115.0
664,Balagere,1.0,790.5,1.0,41.9
665,Balagere,2.0,1145.0,2.0,65.0
666,Balagere,2.0,1012.0,2.0,54.59
670,Balagere,2.0,1205.0,2.0,70.0
673,Balagere,1.0,675.0,1.0,45.0
674,Balagere,1.0,656.0,1.0,43.0
675,Balagere,2.0,1012.0,2.0,54.59
680,Balagere,2.0,1205.0,2.0,63.86
681,Balagere,2.0,1012.0,2.0,53.58
682,Balagere,1.0,645.0,1.0,34.18
683,Balagere,2.0,1007.0,2.0,53.0
684,Balagere,2.0,1210.0,2.0,69.0
685,Balagere,1.0,790.5,1.0,42.295
687,Balagere,1.0,656.0,1.0,38.77
688,Balagere,1.0,645.0,1.0,39.0
689,Balagere,1.0,645.0,1.0,41.0
691,Balagere,1.0,656.0,1.0,34.77
695,Balagere,2.0,1205.0,2.0,67.0
698,Banashankari,3.0,1200.0,2.0,42.0
699,Banashankari,2.0,1077.0,2.0,37.64
703,Banashankari,2.0,1125.0,2.0,63.0
704,Banashankari,3.0,1340.0,2.0,53.6
705,Banashankari,2.0,1310.0,2.0,80.0
708,Banashankari,2.0,1260.0,2.0,75.0
709,Banashankari,2.0,1170.0,2.0,46.79
710,Banashankari,4.0,2500.0,4.0,95.0
712,Banashankari,3.0,1425.0,3.0,49.88
713,Banashankari,2.0,1330.0,2.0,78.0
716,Banashankari,2.0,1020.0,2.0,40.79
717,Banashankari,2.0,1600.0,2.0,63.98
718,Banashankari,2.0,1041.0,2.0,36.44
719,Banashankari,1.0,2400.0,1.0,200.0
720,Banashankari,2.0,1390.0,2.0,86.0
721,Banashankari,2.0,1460.0,2.0,70.0
722,Banashankari,2.0,1200.0,2.0,60.0
723,Banashankari,2.0,1290.0,2.0,80.0
724,Banashankari,2.0,1186.0,2.0,65.0
726,Banashankari,3.0,1300.0,2.0,55.0
727,Banashankari,2.0,1181.0,2.0,75.0
728,Banashankari,2.0,1105.0,2.0,90.0
729,Banashankari,1.0,720.0,1.0,60.0
730,Banashankari,2.0,1040.0,2.0,45.0
731,Banashankari,2.0,1330.0,2.0,77.0
732,Banashankari,2.0,1200.0,2.0,49.0
733,Banashankari,2.0,1185.0,2.0,67.0
734,Banashankari,2.0,1000.0,2.0,50.0
737,Banashankari,2.0,1310.0,2.0,80.43
738,Banashankari,2.0,600.0,1.0,27.0
739,Banashankari,2.0,1430.0,2.0,87.8
740,Banashankari,2.0,1020.0,2.0,42.83
741,Banashankari,3.0,1372.0,2.0,48.02
745,Banashankari,2.0,1175.0,2.0,41.13
746,Banashankari,3.0,1750.0,2.0,89.0
747,Banashankari,2.0,1450.0,2.0,50.75
750,Banashankari,3.0,1200.0,2.0,42.0
751,Banashankari,3.0,1420.0,3.0,66.0
753,Banashankari,2.0,1100.0,2.0,63.0
754,Banashankari,2.0,1020.0,2.0,40.79
755,Banashankari,2.0,1260.0,2.0,75.0
756,Banashankari,3.0,1340.0,2.0,53.6
758,Banashankari Stage II,2.0,1700.0,2.0,150.0
760,Banashankari Stage II,3.0,1500.0,2.0,120.0
761,Banashankari Stage II,5.0,2400.0,3.0,510.0
762,Banashankari Stage II,3.0,1240.0,2.0,59.52
763,Banashankari Stage II,2.0,1250.0,2.0,110.0
764,Banashankari Stage II,3.0,1260.0,2.0,95.0
765,Banashankari Stage II,3.0,2400.0,2.0,300.0
766,Banashankari Stage II,2.0,1400.0,2.0,100.0
767,Banashankari Stage II,5.0,2800.0,3.0,425.0
768,Banashankari Stage II,3.0,3000.0,3.0,450.0
769,Banashankari Stage II,3.0,1200.0,2.0,198.0
770,Banashankari Stage II,2.0,1245.0,2.0,125.0
771,Banashankari Stage III,3.0,1305.0,2.0,58.7
772,Banashankari Stage III,2.0,1145.0,2.0,58.4
773,Banashankari Stage III,3.0,1650.0,3.0,118.0
775,Banashankari Stage III,3.0,1350.0,2.0,68.0
776,Banashankari Stage III,4.0,2000.0,4.0,100.0
777,Banashankari Stage III,3.0,1305.0,2.0,59.0
778,Banashankari Stage III,3.0,1305.0,2.0,60.0
779,Banashankari Stage III,2.0,1200.0,2.0,42.0
780,Banashankari Stage III,3.0,1305.0,2.0,59.0
781,Banashankari Stage III,3.0,1480.0,3.0,75.48
782,Banashankari Stage III,3.0,1305.0,2.0,59.0
783,Banashankari Stage III,2.0,1304.0,2.0,111.0
784,Banashankari Stage III,6.0,3000.0,6.0,150.0
785,Banashankari Stage III,2.0,1085.0,2.0,50.0
786,Banashankari Stage III,3.0,1500.0,2.0,100.0
788,Banashankari Stage III,3.0,1420.0,2.0,95.0
789,Banashankari Stage V,3.0,1300.0,2.0,58.5
790,Banashankari Stage V,3.0,1305.0,2.0,49.0
791,Banashankari Stage V,2.0,1035.0,2.0,35.77
792,Banashankari Stage V,3.0,1355.0,2.0,61.0
793,Banashankari Stage V,3.0,1510.0,3.0,47.57
794,Banashankari Stage V,3.0,1650.0,3.0,51.98
795,Banashankari Stage V,3.0,1630.0,3.0,51.35
796,Banashankari Stage V,3.0,1510.0,3.0,47.57
797,Banashankari Stage V,3.0,1315.0,2.0,49.0
798,Banashankari Stage V,3.0,1540.0,3.0,48.51
799,Banashankari Stage V,2.0,920.0,2.0,41.5
800,Banashankari Stage VI,2.0,1177.5,2.0,59.935
801,Banashankari Stage VI,4.0,4800.0,4.0,190.0
802,Banashankari Stage VI,4.0,2800.0,4.0,89.0
803,Banashankari Stage VI,4.0,2200.0,4.0,195.0
804,Banashankari Stage VI,2.0,1160.0,2.0,59.0
805,Banashankari Stage VI,2.0,1180.0,2.0,59.47
806,Banashankari Stage VI,3.0,1423.0,2.0,71.73
807,Banashankari Stage VI,3.0,1392.0,3.0,69.46
808,Banashankari Stage VI,3.0,1410.5,2.0,70.385
809,Banashankari Stage VI,4.0,4800.0,3.0,200.0
810,Banaswadi,2.0,1184.0,2.0,53.0
811,Banaswadi,2.0,1145.0,2.0,55.0
812,Banaswadi,2.0,1250.0,2.0,60.0
813,Banaswadi,2.0,1365.0,2.0,73.0
814,Banaswadi,5.0,1903.0,6.0,140.0
815,Banaswadi,2.0,1222.0,2.0,80.0
816,Banaswadi,2.0,870.0,2.0,38.0
817,Banaswadi,2.0,1200.0,2.0,60.0
818,Banaswadi,3.0,1600.0,3.0,74.5
819,Banaswadi,2.0,1340.0,2.0,73.0
820,Banaswadi,2.0,1008.0,2.0,52.0
821,Banaswadi,2.0,1105.0,2.0,57.0
822,Banjara Layout,2.0,1200.0,2.0,70.0
823,Banjara Layout,2.0,1050.0,2.0,64.8
824,Banjara Layout,2.0,753.0,3.0,59.5
825,Banjara Layout,3.0,2500.0,4.0,140.0
826,Bannerghatta,4.0,3012.0,6.0,250.0
827,Bannerghatta,3.0,1665.0,3.0,110.0
828,Bannerghatta,3.0,2370.0,4.0,195.0
829,Bannerghatta,2.0,1100.0,2.0,66.0
830,Bannerghatta,4.0,2895.5,2.0,246.0
831,Bannerghatta,2.0,1113.0,2.0,70.0
832,Bannerghatta,2.0,1200.0,2.0,73.2
833,Bannerghatta,2.0,1070.0,2.0,87.0
834,Bannerghatta,3.0,1776.0,3.0,124.0
835,Bannerghatta,3.0,1776.0,3.0,150.0
836,Bannerghatta Road,1.0,500.0,1.0,18.5
837,Bannerghatta Road,2.0,1050.0,2.0,65.0
839,Bannerghatta Road,1.0,595.0,1.0,33.32
842,Bannerghatta Road,4.0,1380.0,3.0,58.0
844,Bannerghatta Road,3.0,1556.0,2.0,59.13
845,Bannerghatta Road,2.0,1179.0,2.0,66.02
846,Bannerghatta Road,2.0,1122.5,2.0,58.935
847,Bannerghatta Road,2.0,793.0,2.0,45.0
848,Bannerghatta Road,3.0,1484.0,3.0,52.5
849,Bannerghatta Road,2.0,1400.0,2.0,78.0
850,Bannerghatta Road,5.0,2700.0,5.0,158.0
851,Bannerghatta Road,2.0,1215.0,2.0,50.0
853,Bannerghatta Road,2.0,1181.0,2.0,55.0
854,Bannerghatta Road,3.0,1460.0,2.0,72.0
855,Bannerghatta Road,2.0,1200.0,2.0,75.0
856,Bannerghatta Road,3.0,1760.0,3.0,67.0
857,Bannerghatta Road,1.0,595.0,1.0,31.83
858,Bannerghatta Road,2.0,1105.0,2.0,51.0
859,Bannerghatta Road,2.0,1255.0,2.0,65.26
860,Bannerghatta Road,3.0,1550.0,3.0,78.0
862,Bannerghatta Road,3.0,1550.0,2.0,75.0
864,Bannerghatta Road,2.0,912.0,2.0,55.0
865,Bannerghatta Road,2.0,1218.0,2.0,73.0
866,Bannerghatta Road,3.0,1427.0,2.0,48.51
867,Bannerghatta Road,2.0,1115.0,2.0,65.12
868,Bannerghatta Road,3.0,1344.0,2.0,42.0
871,Bannerghatta Road,2.0,1275.0,2.0,65.0
872,Bannerghatta Road,2.0,892.0,2.0,39.0
873,Bannerghatta Road,3.0,1880.0,3.0,95.0
874,Bannerghatta Road,2.0,1260.0,2.0,70.0
875,Bannerghatta Road,3.0,1788.0,3.0,90.0
876,Bannerghatta Road,2.0,1157.0,2.0,40.0
877,Bannerghatta Road,2.0,1150.0,2.0,65.0
878,Bannerghatta Road,4.0,10000.0,4.0,450.0
879,Bannerghatta Road,2.0,1100.0,2.0,39.0
880,Bannerghatta Road,3.0,1400.0,3.0,68.0
882,Bannerghatta Road,6.0,1850.0,6.0,150.0
883,Bannerghatta Road,3.0,9000.0,4.0,390.0
884,Bannerghatta Road,2.0,950.0,2.0,38.0
885,Bannerghatta Road,2.0,1220.0,2.0,80.0
886,Bannerghatta Road,2.0,1130.0,2.0,78.0
887,Bannerghatta Road,3.0,1350.0,2.0,51.0
889,Bannerghatta Road,3.0,1460.0,2.0,75.0
890,Bannerghatta Road,2.0,1015.0,2.0,48.0
891,Bannerghatta Road,2.0,1115.0,2.0,61.0
892,Bannerghatta Road,2.0,1136.0,2.0,48.0
896,Bannerghatta Road,2.0,1302.5,2.0,67.73
897,Bannerghatta Road,2.0,1200.0,2.0,65.0
898,Bannerghatta Road,2.0,1240.0,2.0,65.0
900,Bannerghatta Road,3.0,1100.0,2.0,52.0
902,Bannerghatta Road,3.0,1465.0,2.0,45.87
903,Bannerghatta Road,2.0,1268.0,2.0,69.0
906,Bannerghatta Road,3.0,1450.0,3.0,44.0
907,Bannerghatta Road,3.0,1625.0,2.0,75.0
908,Bannerghatta Road,2.0,960.0,2.0,58.0
910,Bannerghatta Road,2.0,1275.0,2.0,73.0
911,Bannerghatta Road,3.0,1430.0,3.0,59.0
912,Bannerghatta Road,2.0,1240.0,2.0,71.0
913,Bannerghatta Road,3.0,1305.0,2.0,60.0
914,Bannerghatta Road,2.0,1215.0,2.0,68.0
915,Bannerghatta Road,2.0,1215.0,2.0,68.0
917,Bannerghatta Road,3.0,1655.0,2.0,62.89
919,Bannerghatta Road,2.0,1280.0,2.0,60.16
920,Bannerghatta Road,4.0,3230.0,5.0,165.0
921,Bannerghatta Road,1.0,630.0,1.0,35.0
922,Bannerghatta Road,2.0,1215.0,2.0,68.0
924,Bannerghatta Road,2.0,1115.0,2.0,78.0
926,Bannerghatta Road,3.0,1535.0,3.0,60.0
928,Bannerghatta Road,2.0,1247.0,2.0,47.39
929,Bannerghatta Road,2.0,1237.5,2.0,49.49
931,Bannerghatta Road,2.0,905.0,2.0,65.0
932,Bannerghatta Road,2.0,1000.0,2.0,50.0
934,Bannerghatta Road,2.0,1012.0,2.0,45.0
935,Bannerghatta Road,3.0,1725.0,3.0,85.0
937,Bannerghatta Road,2.0,1340.0,2.0,85.0
941,Bannerghatta Road,2.0,1115.0,2.0,61.0
942,Bannerghatta Road,2.0,1154.0,2.0,47.0
943,Bannerghatta Road,2.0,1000.0,2.0,44.5
944,Bannerghatta Road,2.0,1250.0,2.0,48.0
946,Bannerghatta Road,3.0,1656.0,2.0,62.93
947,Bannerghatta Road,2.0,1012.0,2.0,44.0
949,Bannerghatta Road,3.0,1660.0,3.0,85.0
950,Bannerghatta Road,3.0,1880.0,3.0,96.5
952,Bannerghatta Road,2.0,1200.0,2.0,78.0
954,Bannerghatta Road,3.0,1453.0,2.0,73.0
956,Bannerghatta Road,1.0,700.0,1.0,31.2
957,Bannerghatta Road,3.0,1630.0,3.0,68.0
958,Bannerghatta Road,3.0,1400.0,3.0,69.0
959,Bannerghatta Road,2.0,905.0,2.0,58.0
960,Bannerghatta Road,3.0,1465.0,2.0,75.0
963,Bannerghatta Road,3.0,1660.0,3.0,80.0
964,Bannerghatta Road,2.0,1270.0,2.0,45.0
968,Bannerghatta Road,4.0,3000.0,4.0,140.0
969,Bannerghatta Road,2.0,1122.5,2.0,61.74
971,Bannerghatta Road,2.0,1206.0,2.0,53.0
972,Bannerghatta Road,2.0,1150.0,2.0,55.0
973,Bannerghatta Road,2.0,1215.0,2.0,65.0
975,Bannerghatta Road,2.0,1022.0,2.0,35.0
976,Bannerghatta Road,2.0,1246.0,2.0,47.35
978,Bannerghatta Road,2.0,1160.0,2.0,45.0
979,Bannerghatta Road,2.0,970.0,2.0,57.0
981,Basavangudi,3.0,1500.0,2.0,143.0
982,Basavangudi,3.0,1850.0,3.0,168.0
983,Basavangudi,2.0,1036.0,2.0,105.0
986,Basavangudi,2.0,1560.0,2.0,145.0
987,Basavangudi,3.0,1825.0,3.0,175.0
989,Basavangudi,2.0,1100.0,2.0,93.0
990,Basavangudi,3.0,1542.14,3.0,120.0
991,Basavangudi,2.0,1050.0,2.0,103.0
992,Basavangudi,3.0,1350.0,2.0,130.0
993,Basavangudi,3.0,1485.0,3.0,140.0
994,Basavangudi,2.0,1180.0,2.0,124.0
995,Basavangudi,3.0,1600.0,3.0,130.0
996,Basavangudi,2.0,1200.0,2.0,120.0
997,Basavangudi,3.0,1850.0,3.0,150.0
999,Basaveshwara Nagar,5.0,4500.0,5.0,415.0
1000,Basaveshwara Nagar,3.0,1865.0,3.0,145.0
1001,Basaveshwara Nagar,7.0,2460.0,7.0,350.0
1002,Basaveshwara Nagar,2.0,1200.0,2.0,90.0
1003,Basaveshwara Nagar,5.0,2400.0,4.0,310.0
1004,Basaveshwara Nagar,2.0,1200.0,2.0,80.0
1005,Basaveshwara Nagar,2.0,900.0,2.0,60.0
1006,Basaveshwara Nagar,3.0,1900.0,3.0,150.0
1007,Basaveshwara Nagar,2.0,1200.0,2.0,85.0
1008,Basaveshwara Nagar,2.0,1200.0,2.0,70.0
1009,Battarahalli,2.0,1200.0,2.0,65.0
1011,Battarahalli,2.0,1300.0,2.0,50.0
1014,Battarahalli,2.0,1135.0,2.0,43.0
1015,Battarahalli,2.0,1276.0,2.0,45.0
1017,Battarahalli,2.0,1071.0,2.0,62.0
1018,Battarahalli,2.0,1165.0,2.0,43.0
1019,Battarahalli,2.0,1636.0,2.0,82.89
1021,Battarahalli,3.0,1516.0,3.0,65.0
1022,Battarahalli,2.0,1090.0,2.0,38.37
1025,Battarahalli,2.0,1097.0,2.0,49.0
1026,Begur,4.0,1664.0,4.0,65.0
1027,Begur,3.0,1419.0,2.0,59.0
1028,Begur,3.0,1580.0,3.0,75.0
1029,Begur,3.0,1559.0,3.0,63.0
1030,Begur,3.0,1445.0,2.0,47.1
1031,Begur,3.0,1475.0,2.0,74.0
1032,Begur,3.0,3500.0,4.0,185.0
1033,Begur,2.0,1100.0,2.0,55.0
1034,Begur,2.0,1306.0,2.0,65.0
1035,Begur,3.0,1304.0,3.0,65.0
1036,Begur,3.0,1411.0,2.0,60.0
1037,Begur,2.0,815.0,2.0,40.0
1038,Begur,3.0,1443.0,2.0,70.0
1039,Begur Road,2.0,1200.0,2.0,44.0
1040,Begur Road,2.0,1200.0,2.0,46.8
1041,Begur Road,2.0,1160.0,2.0,44.0
1043,Begur Road,3.0,1500.0,2.0,54.0
1045,Begur Road,2.0,1200.0,2.0,43.2
1046,Begur Road,2.0,1160.0,2.0,44.08
1047,Begur Road,2.0,1200.0,2.0,45.0
1050,Begur Road,2.0,1200.0,2.0,37.8
1051,Begur Road,2.0,1160.0,2.0,40.59
1052,Begur Road,2.0,1260.0,2.0,46.62
1054,Begur Road,3.0,1410.0,2.0,44.42
1055,Begur Road,2.0,1160.0,2.0,36.0
1057,Begur Road,2.0,1160.0,2.0,42.0
1058,Begur Road,2.0,1240.0,2.0,39.06
1059,Begur Road,2.0,1200.0,2.0,45.0
1062,Begur Road,3.0,1615.0,3.0,58.0
1064,Begur Road,2.0,1170.0,2.0,46.0
1065,Begur Road,2.0,1160.0,2.0,42.92
1067,Begur Road,3.0,1410.0,2.0,50.06
1069,Begur Road,2.0,1160.0,2.0,42.0
1070,Begur Road,3.0,1400.0,2.0,50.06
1072,Begur Road,2.0,1200.0,2.0,45.0
1073,Begur Road,2.0,1200.0,2.0,42.6
1074,Begur Road,2.0,1160.0,2.0,42.0
1075,Begur Road,2.0,1334.0,2.0,42.69
1077,Begur Road,2.0,1200.0,2.0,45.6
1078,Begur Road,2.0,1215.0,2.0,43.13
1079,Begur Road,2.0,1160.0,2.0,36.54
1080,Begur Road,3.0,1615.0,3.0,50.87
1081,Begur Road,2.0,1200.0,2.0,44.4
1082,Begur Road,3.0,1565.0,2.0,49.3
1083,Begur Road,2.0,1260.0,2.0,39.69
1085,Begur Road,2.0,1160.0,2.0,44.0
1086,Begur Road,3.0,1410.0,2.0,49.34
1087,Begur Road,2.0,952.0,2.0,42.0
1088,Begur Road,3.0,1565.0,2.0,56.34
1089,Begur Road,3.0,1565.0,2.0,56.0
1090,Begur Road,2.0,1200.0,2.0,42.0
1091,Begur Road,2.0,1240.0,2.0,45.88
1093,Begur Road,3.0,1410.0,2.0,44.42
1094,Begur Road,2.0,1200.0,2.0,44.0
1095,Begur Road,3.0,1500.0,2.0,47.25
1096,Begur Road,2.0,1100.0,2.0,42.6
1098,Begur Road,2.0,1200.0,2.0,44.4
1099,Begur Road,2.0,1160.0,2.0,36.54
1100,Begur Road,2.0,1215.0,2.0,43.75
1101,Begur Road,2.0,1200.0,2.0,44.73
1102,Begur Road,2.0,1160.0,2.0,42.0
1105,Bellandur,2.0,1205.0,2.0,66.0
1106,Bellandur,2.0,1250.0,2.0,76.0
1107,Bellandur,2.0,1000.0,2.0,50.0
1108,Bellandur,2.0,1281.0,2.0,74.0
1109,Bellandur,2.0,921.0,2.0,40.0
1110,Bellandur,4.0,2025.0,4.0,109.0
1112,Bellandur,3.0,1398.0,3.0,68.0
1116,Bellandur,2.0,1220.0,2.0,60.0
1117,Bellandur,2.0,1299.0,2.0,82.0
1118,Bellandur,2.0,900.0,2.0,56.0
1119,Bellandur,2.0,1350.0,2.0,79.0
1120,Bellandur,2.0,1286.0,2.0,57.0
1122,Bellandur,2.0,1457.0,2.0,85.0
1123,Bellandur,2.0,1195.0,2.0,51.0
1124,Bellandur,2.0,1050.0,2.0,72.0
1126,Bellandur,2.0,1310.0,2.0,72.0
1127,Bellandur,2.0,924.0,2.0,35.11
1129,Bellandur,2.0,1051.0,2.0,60.0
1130,Bellandur,3.0,1450.0,3.0,68.0
1131,Bellandur,2.0,1060.0,2.0,65.0
1132,Bellandur,2.0,1100.0,2.0,62.0
1133,Bellandur,2.0,1550.0,2.0,59.0
1134,Bellandur,2.0,924.0,2.0,35.11
1135,Bellandur,3.0,1400.0,2.0,44.81
1137,Bellandur,2.0,982.0,2.0,55.0
1138,Bellandur,2.0,981.0,2.0,37.28
1139,Bellandur,2.0,1205.0,2.0,59.0
1140,Bellandur,2.0,1063.0,2.0,58.0
1141,Bellandur,2.0,1201.0,2.0,59.99
1142,Bellandur,2.0,1325.0,2.0,65.0
1143,Bellandur,2.0,1281.0,2.0,87.0
1144,Bellandur,3.0,2000.0,3.0,85.0
1145,Bellandur,2.0,1200.0,2.0,52.0
1147,Bellandur,2.0,1088.0,2.0,48.0
1148,Bellandur,2.0,1310.0,2.0,85.0
1149,Bellandur,2.0,982.0,2.0,37.28
1150,Bellandur,2.0,1465.0,3.0,90.0
1152,Bellandur,2.0,924.0,2.0,35.11
1154,Bellandur,2.0,1170.0,2.0,46.79
1155,Bellandur,2.0,1150.0,2.0,69.44
1156,Bellandur,2.0,1200.0,2.0,45.0
1157,Bellandur,3.0,1830.0,3.0,90.0
1158,Bellandur,2.0,1410.0,3.0,92.0
1159,Bellandur,2.0,950.0,2.0,35.0
1160,Bellandur,2.0,1015.0,2.0,60.0
1161,Bellandur,3.0,2500.0,4.0,112.0
1166,Bellandur,2.0,1049.0,2.0,51.0
1167,Bellandur,3.0,1350.0,2.0,63.0
1168,Bellandur,2.0,1211.0,2.0,63.0
1170,Bellandur,3.0,1420.0,3.0,62.0
1171,Bellandur,2.0,1185.0,2.0,47.39
1172,Bellandur,2.0,1200.0,2.0,62.0
1173,Bellandur,3.0,1767.0,3.0,89.0
1174,Bellandur,3.0,1830.0,3.0,89.0
1175,Bellandur,3.0,2400.0,3.0,115.0
1176,Bellandur,2.0,1251.0,2.0,47.0
1177,Bellandur,3.0,1665.0,3.0,85.0
1178,Bellandur,2.0,960.0,2.0,48.0
1180,Bellandur,1.0,950.0,1.0,40.0
1181,Bellandur,2.0,850.0,2.0,45.0
1182,Bellandur,2.0,1454.0,2.0,90.0
1183,Bellandur,3.0,1830.0,3.0,91.86
1184,Bellandur,2.0,1195.0,2.0,52.0
1186,Bellandur,3.0,1830.0,3.0,89.89
1187,Bellandur,2.0,1260.0,2.0,83.5
1189,Bellandur,2.0,1047.0,2.0,75.0
1190,Bellandur,2.0,1096.0,2.0,40.0
1191,Bellandur,2.0,1262.0,2.0,47.0
1192,Benson Town,3.0,3200.0,4.0,350.0
1193,Benson Town,4.0,4460.0,5.0,650.0
1194,Benson Town,3.0,1750.0,3.0,150.0
1195,Benson Town,3.0,2850.0,4.0,470.0
1196,Benson Town,2.0,1300.0,2.0,120.0
1197,Benson Town,2.0,1567.0,3.0,140.0
1198,Benson Town,4.0,3633.0,6.0,550.0
1199,Benson Town,4.0,3569.0,4.0,600.0
1200,Benson Town,2.0,1688.12,2.0,270.0
1201,Benson Town,3.0,1805.0,3.0,280.0
1202,Benson Town,2.0,1688.0,2.0,280.0
1203,Bharathi Nagar,2.0,1322.0,2.0,68.0
1204,Bharathi Nagar,2.0,1351.0,2.0,70.0
1205,Bharathi Nagar,2.0,1384.0,2.0,59.0
1206,Bharathi Nagar,2.0,1351.0,2.0,74.0
1207,Bharathi Nagar,2.0,1432.0,2.0,68.0
1208,Bharathi Nagar,3.0,1664.0,3.0,69.89
1209,Bharathi Nagar,2.0,1349.0,2.0,56.7
1210,Bharathi Nagar,2.0,1328.0,2.0,69.0
1211,Bharathi Nagar,2.0,1300.0,2.0,55.86
1213,Bhoganhalli,4.0,2119.0,4.0,111.0
1214,Bhoganhalli,3.0,1718.0,3.0,90.2
1215,Bhoganhalli,2.0,1444.0,2.0,75.97
1216,Bhoganhalli,2.0,1447.0,2.0,75.97
1218,Bhoganhalli,2.0,1447.0,2.0,75.97
1219,Bhoganhalli,4.0,2072.5,2.0,111.0
1220,Bhoganhalli,3.0,1610.0,3.0,84.53
1221,Bhoganhalli,4.0,1974.0,4.0,106.0
1222,Bhoganhalli,4.0,2171.0,4.0,111.0
1224,Bhoganhalli,4.0,2119.0,4.0,111.0
1225,Bhoganhalli,2.0,1447.0,2.0,75.97
1228,Bhoganhalli,2.0,1447.0,2.0,75.97
1230,Bhoganhalli,3.0,1395.0,2.0,70.0
1231,Bhoganhalli,4.0,2119.0,4.0,111.0
1232,Bhoganhalli,3.0,1458.0,3.0,78.45
1233,Bhoganhalli,2.0,1444.0,2.0,75.97
1234,Bhoganhalli,2.0,1205.0,2.0,64.47
1235,Bhoganhalli,2.0,1447.0,2.0,75.97
1237,Bhoganhalli,4.0,2119.0,4.0,111.0
1238,Bhoganhalli,2.0,1205.0,2.0,68.32
1239,Bhoganhalli,2.0,1260.0,2.0,69.9
1242,Bhoganhalli,3.0,1610.0,3.0,84.53
1243,Bhoganhalli,2.0,970.0,2.0,52.5
1244,Bhoganhalli,3.0,1718.0,3.0,90.2
1245,Bhoganhalli,2.0,1277.0,2.0,79.89
1246,Bhoganhalli,4.0,2119.0,4.0,111.0
1248,Billekahalli,3.0,1935.0,3.0,110.0
1249,Billekahalli,2.0,1125.0,2.0,62.0
1250,Billekahalli,3.0,1650.0,3.0,88.0
1251,Billekahalli,2.0,1090.0,2.0,52.0
1252,Billekahalli,2.0,1112.0,2.0,62.0
1255,Billekahalli,2.0,950.0,2.0,58.11
1256,Billekahalli,2.0,1360.0,2.0,110.0
1257,Billekahalli,2.0,1125.0,2.0,65.0
1258,Billekahalli,2.0,950.0,2.0,56.0
1259,Billekahalli,3.0,1290.0,3.0,62.0
1261,Binny Pete,3.0,1755.0,3.0,122.0
1262,Binny Pete,1.0,665.0,1.0,50.75
1263,Binny Pete,3.0,2465.0,5.0,234.0
1264,Binny Pete,4.0,2817.5,2.0,204.0
1265,Binny Pete,2.0,1245.0,2.0,86.28
1266,Binny Pete,1.0,660.0,1.0,54.0
1267,Binny Pete,1.0,665.0,1.0,46.08
1268,Binny Pete,1.0,660.0,1.0,62.0
1269,Binny Pete,2.0,1365.0,2.0,122.0
1271,Binny Pete,3.0,1795.0,3.0,139.0
1272,Binny Pete,3.0,1740.0,3.0,150.0
1273,Binny Pete,3.0,1970.0,3.0,164.0
1274,Binny Pete,4.0,2940.0,6.0,201.0
1275,Binny Pete,3.0,1516.0,3.0,147.0
1277,Bisuvanahalli,3.0,1075.0,2.0,35.0
1279,Bisuvanahalli,3.0,1075.0,2.0,36.0
1280,Bisuvanahalli,3.0,1075.0,2.0,37.0
1282,Bisuvanahalli,3.0,1075.0,3.0,36.0
1283,Bisuvanahalli,2.0,845.0,2.0,33.0
1285,Bisuvanahalli,2.0,845.0,2.0,37.0
1286,Bisuvanahalli,3.0,1075.0,2.0,35.99
1287,Bisuvanahalli,3.0,1075.0,2.0,36.0
1288,Bisuvanahalli,2.0,845.0,2.0,29.0
1290,Bisuvanahalli,2.0,850.0,1.0,32.0
1295,Bisuvanahalli,2.0,845.0,2.0,37.0
1297,Bisuvanahalli,2.0,700.0,1.0,32.0
1300,Bisuvanahalli,3.0,1075.0,2.0,41.0
1301,Bisuvanahalli,2.0,845.0,2.0,33.0
1302,Bisuvanahalli,2.0,945.0,2.0,33.0
1303,Bisuvanahalli,2.0,845.0,2.0,30.0
1304,Bisuvanahalli,3.0,1200.0,2.0,41.0
1305,Bisuvanahalli,3.0,1180.0,2.0,45.0
1311,Bisuvanahalli,3.0,1075.0,2.0,37.0
1314,Bisuvanahalli,2.0,850.0,2.0,27.0
1316,Bisuvanahalli,2.0,845.0,2.0,32.0
1317,Bisuvanahalli,3.0,1075.0,2.0,41.49
1318,Bisuvanahalli,2.0,845.0,2.0,34.0
1319,Bommanahalli,8.0,3000.0,8.0,140.0
1320,Bommanahalli,1.0,520.0,1.0,19.5
1321,Bommanahalli,1.0,515.0,1.0,25.0
1322,Bommanahalli,2.0,1090.0,3.0,44.0
1323,Bommanahalli,3.0,1375.0,3.0,59.0
1324,Bommanahalli,3.0,1250.0,3.0,55.0
1326,Bommanahalli,2.0,910.0,2.0,45.0
1327,Bommanahalli,2.0,1050.0,2.0,46.0
1328,Bommanahalli,2.0,1100.0,1.0,55.0
1329,Bommanahalli,3.0,1300.0,3.0,45.0
